"","LoanAmount","City","State","Zip","NAICSCode","BusinessType","RaceEthnicity","Gender","Veteran","NonProfit","JobsReported","DateApproved","Lender","CD"
"15736",3000,"GIBSONIA","PA",15044,238220,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"04/29/2020","Dollar Bank, A Federal Savings Bank","PA-17"
"15737",3000,"HOMESTEAD","PA",15120,812112,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",3,"05/28/2020","Dollar Bank, A Federal Savings Bank","PA-18"
"15738",3000,"Pittsburgh","PA",15202,624410,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",NA,"04/30/2020","Citizens Bank, National Association","PA-18"
"15739",3000,"Pittsburgh","PA",15237,812910,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",2,"04/30/2020","First Commonwealth Bank","PA-17"
"15740",3000,"Pittsburgh","PA",15214,541330,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"06/28/2020","MBE Capital Partners","PA-18"
"15741",3000,"Pittsburgh","PA",15241,492110,"Self-Employed Individuals","Unanswered","Unanswered","Unanswered","",1,"06/30/2020","First Home Bank","PA-18"
"15742",3000,"PITTSBURGH","PA",15206,722511,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"06/01/2020","Citizens Bank, National Association","PA-18"
"15743",3000,"CHESWICK","PA",15024,813110,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",4,"05/03/2020","PNC Bank, National Association","PA-17"
"15744",3000,"SEWICKLEY","PA",15143,452210,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",0,"06/17/2020","Intuit Financing Inc.","PA-17"
"15745",3000,"PITTSBURGH","PA",15235,323113,"Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran","",1,"04/07/2020","Standard Bank, PaSB","PA-17"
"15746",3000,"PITTSBURGH","PA",15217,621999,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"05/03/2020","PNC Bank, National Association","PA-18"
"15747",3000,"Pittsburgh","PA",15201,453998,"Sole Proprietorship","Unanswered","Male Owned","Non-Veteran","",1,"05/19/2020","Customers Bank","PA-18"
"15748",3000,"McDonald","PA",15057,NA,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",0,"05/03/2020","Citizens Bank, National Association","PA-18"
"15749",3000,"PLUM","PA",15239,611692,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",2,"04/28/2020","Dollar Bank, A Federal Savings Bank","PA-18"
"15750",3000,"MC KEES ROCKS","PA",15136,531210,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran","",1,"04/28/2020","PNC Bank, National Association","PA-17"
"15751",2999,"Pittsburgh","PA",15221,221118,"Self-Employed Individuals","Unanswered","Unanswered","Unanswered","",0,"05/26/2020","Cross River Bank","PA-18"
"15752",2987,"PITTSBURGH","PA",15203,323111,"Sole Proprietorship","Unanswered","Male Owned","Unanswered","",1,"05/05/2020","First National Bank of Pennsylvania","PA-18"
"15753",2986,"Mckes Rocks","PA",15136,512110,"Self-Employed Individuals","Unanswered","Unanswered","Unanswered","",1,"07/08/2020","Kabbage, Inc.","PA-17"
"15754",2985,"BETHEL PARK","PA",15102,541690,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"04/29/2020","Brentwood Bank","PA-18"
"15755",2983.95,"PITTSBURGH","PA",15215,711510,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered","",1,"05/14/2020","Omega FCU","PA-17"
"15756",2983,"SEWICKLEY","PA",15143,454110,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"07/22/2020","Fountainhead SBF LLC","PA-17"
"15757",2979,"PITTSBURGH","PA",15237,812112,"Corporation","Unanswered","Unanswered","Unanswered","",0,"04/14/2020","First National Bank of Pennsylvania","PA-17"
"15758",2968,"McKees Rocks","PA",15136,611710,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",3,"04/29/2020","Cross River Bank","PA-17"
"15759",2948,"CORAOPOLIS","PA",15108,541191,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"07/22/2020","NexTier Bank, National Association","PA-17"
"15760",2922,"GLENSHAW","PA",15116,541199,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"05/09/2020","Bank of America, National Association","PA-17"
"15761",2917,"BRIDGEVILLE","PA",15017,484121,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"05/06/2020","U.S. Bank, National Association","PA-18"
"15762",2917,"Jefferson Hills","PA",15025,238320,"Sole Proprietorship","White","Male Owned","Non-Veteran","",1,"04/30/2020","Customers Bank","PA-18"
"15763",2916.67,"McDonald","PA",15057,445120,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"05/21/2020","Clearview FCU","PA-18"
"15764",2900,"OAKDALE","PA",15071,541110,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"04/28/2020","Dollar Bank, A Federal Savings Bank","PA-17"
"15765",2900,"PITTSBURGH","PA",15221,621498,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"06/23/2020","Newtek Small Business Finance, Inc.","PA-18"
"15766",2900,"PITTSBURGH","PA",15217,813319,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran","",NA,"04/29/2020","Citizens Bank, National Association","PA-18"
"15767",2900,"WILKINSBURG","PA",15221,561499,"Corporation","Unanswered","Unanswered","Unanswered","",0,"04/29/2020","First National Bank of Pennsylvania","PA-18"
"15768",2900,"MARS","PA",16046,721199,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",NA,"04/29/2020","PNC Bank, National Association","PA-16"
"15769",2900,"NATRONA HEIGHTS","PA",15065,541990,"Corporation","Unanswered","Unanswered","Unanswered","",9,"04/13/2020","Dollar Bank, A Federal Savings Bank","PA-17"
"15770",2900,"Pittsburgh","PA",15232,813110,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",NA,"04/30/2020","Citizens Bank, National Association","PA-18"
"15771",2900,"Natrona Heights","PA",15065,541211,"Corporation","Unanswered","Unanswered","Unanswered","",1,"04/30/2020","First Commonwealth Bank","PA-17"
"15772",2900,"Natrona Heights","PA",15065,424940,"Limited Liability Partnership","Unanswered","Unanswered","Unanswered","",1,"04/30/2020","First Commonwealth Bank","PA-17"
"15773",2900,"PITTSBURGH","PA",15234,561499,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",0,"04/30/2020","First National Bank of Pennsylvania","PA-17"
"15774",2900,"EAST PITTSBURGH","PA",15112,238330,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"06/29/2020","Mid Penn Bank","PA-18"
"15775",2900,"PITTSBURGH","PA",15208,445120,"Corporation","Unanswered","Unanswered","Unanswered","",1,"05/19/2020","Dollar Bank, A Federal Savings Bank","PA-18"
"15776",2895,"Pittsburgh","PA",15222,339999,"Corporation","White","Unanswered","Unanswered","",1,"04/28/2020","The Huntington National Bank","PA-18"
"15777",2892,"PITTSBURGH","PA",15229,447110,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",2,"04/27/2020","First National Bank of Pennsylvania","PA-17"
"15778",2890,"MARS","PA",16046,531390,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"04/28/2020","Woodforest National Bank","PA-16"
"15779",2888,"Pittsburgh","PA",15217,453998,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"05/12/2020","Celtic Bank Corporation","PA-18"
"15780",2887,"Pittsburgh","PA",15206,611710,"Independent Contractors","Unanswered","Unanswered","Unanswered","",1,"05/05/2020","WebBank","PA-18"
"15781",2877,"Allison Park","PA",15101,236220,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"06/23/2020","WebBank","PA-17"
"15782",2870,"PITTSBURGH","PA",15212,561499,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",0,"04/30/2020","First National Bank of Pennsylvania","PA-18"
"15783",2865.2,"PITTSBURGH","PA",15216,813110,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",1,"06/06/2020","ELCA FCU","PA-17"
"15784",2862,"WEXFORD","PA",15090,531210,"Independent Contractors","Unanswered","Unanswered","Unanswered","",1,"04/30/2020","First National Bank of Pennsylvania","PA-17"
"15785",2861,"PITTSBURGH","PA",15206,561499,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",0,"04/29/2020","First National Bank of Pennsylvania","PA-18"
"15786",2841,"PITTSBURGH","PA",15233,541330,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"04/29/2020","First National Bank of Pennsylvania","PA-18"
"15787",2820,"Pittsburgh","PA",15234,541513,"Self-Employed Individuals","Unanswered","Unanswered","Unanswered","",1,"05/20/2020","Kabbage, Inc.","PA-17"
"15788",2812,"WEXFORD","PA",15090,541612,"Corporation","Unanswered","Male Owned","Non-Veteran","",2,"05/14/2020","Intuit Financing Inc.","PA-17"
"15789",2812,"MONROEVILLE","PA",15146,812112,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",3,"05/19/2020","Celtic Bank Corporation","PA-18"
"15790",2805,"MONONGAHELA","PA",15063,NA,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"05/03/2020","U.S. Bank, National Association","PA-18"
"15791",2800,"GIBSONIA","PA",15044,512240,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"05/05/2020","Dollar Bank, A Federal Savings Bank","PA-17"
"15792",2800,"WEXFORD","PA",15090,541214,"Self-Employed Individuals","Unanswered","Unanswered","Unanswered","",1,"04/29/2020","First Commonwealth Bank","PA-17"
"15793",2800,"WHITE OAK","PA",15131,812112,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",4,"04/29/2020","S & T Bank","PA-18"
"15794",2800,"PITTSBURGH","PA",15217,315210,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",14,"05/07/2020","First Commonwealth Bank","PA-18"
"15795",2800,"PITTSBURGH","PA",15228,541613,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",2,"05/08/2020","Dollar Bank, A Federal Savings Bank","PA-17"
"15796",2800,"PITTSBURGH","PA",15203,722511,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"05/28/2020","Dollar Bank, A Federal Savings Bank","PA-18"
"15797",2800,"ALLISON PARK","PA",15101,541613,"Corporation","Unanswered","Unanswered","Unanswered","",1,"08/06/2020","KeyBank National Association","PA-17"
"15798",2800,"PITTSBURGH","PA",15222,423940,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"06/29/2020","KeyBank National Association","PA-18"
"15799",2800,"PITTSBURGH","PA",15206,813930,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",2,"05/03/2020","PNC Bank, National Association","PA-18"
"15800",2800,"PITTSBURGH","PA",15221,339920,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"05/03/2020","PNC Bank, National Association","PA-18"
"15801",2800,"PITTSBURGH","PA",15213,561790,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"05/03/2020","PNC Bank, National Association","PA-18"
"15802",2800,"PLUM","PA",15239,519130,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran","",2,"04/14/2020","PNC Bank, National Association","PA-18"
"15803",2800,"PITTSBURGH","PA",15219,512110,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",3,"05/03/2020","PNC Bank, National Association","PA-18"
"15804",2800,"PITTSBURGH","PA",15237,561499,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",0,"04/08/2020","First National Bank of Pennsylvania","PA-17"
"15805",2800,"PITTSBURGH","PA",15217,711130,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",2,"04/28/2020","PNC Bank, National Association","PA-18"
"15806",2800,"Pittsburgh","PA",15235,485310,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",NA,"05/19/2020","Citizens Bank, National Association","PA-17"
"15807",2795,"SEWICKLEY","PA",15143,522298,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",NA,"07/15/2020","NexTier Bank, National Association","PA-17"
"15808",2794,"West Mifflin","PA",15122,812112,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"05/04/2020","Cross River Bank","PA-18"
"15809",2792.5,"PITTSBURGH","PA",15206,541219,"Independent Contractors","Unanswered","Unanswered","Unanswered","",1,"04/30/2020","Cross River Bank","PA-18"
"15810",2792,"Pittsburgh","PA",15235,448120,"Limited  Liability Company(LLC)","Black or African American","Female Owned","Non-Veteran","",1,"04/29/2020","The Huntington National Bank","PA-17"
"15811",2790,"McKees Rocks","PA",15136,541340,"Self-Employed Individuals","Unanswered","Unanswered","Unanswered","",1,"05/06/2020","Kabbage, Inc.","PA-17"
"15812",2782,"GIBSONIA","PA",15044,541612,"Sole Proprietorship","Unanswered","Female Owned","Non-Veteran","",1,"08/04/2020","The Huntington National Bank","PA-17"
"15813",2775,"PITTSBURGH","PA",15237,519130,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"06/26/2020","WesBanco Bank, Inc.","PA-17"
"15814",2770,"BRACKENRIDGE","PA",15014,238160,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"04/30/2020","First National Bank of Pennsylvania","PA-17"
"15815",2765,"PITTSBURGH","PA",15237,541211,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"07/30/2020","WesBanco Bank, Inc.","PA-17"
"15816",2763.55,"MOON TWP","PA",15108,561720,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"07/14/2020","Clearview FCU","PA-17"
"15817",2757,"pittsburgh","PA",15206,485999,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"07/09/2020","Kabbage, Inc.","PA-18"
"15818",2757,"PITTSBURGH","PA",15212,812112,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",2,"05/05/2020","First National Bank of Pennsylvania","PA-18"
"15819",2755,"MARS","PA",16046,238140,"Sole Proprietorship","Unanswered","Male Owned","Unanswered","",2,"04/30/2020","First National Bank of Pennsylvania","PA-16"
"15820",2750,"PITTSBURGH","PA",15228,541611,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",1,"05/14/2020","First National Bank of Pennsylvania","PA-17"
"15821",2746,"CORAOPOLIS","PA",15108,812990,"Self-Employed Individuals","Unanswered","Unanswered","Unanswered","",1,"04/29/2020","First National Bank of Pennsylvania","PA-17"
"15822",2742,"Pitssburgh","PA",15220,485310,"Independent Contractors","Unanswered","Unanswered","Unanswered","",1,"08/07/2020","Kabbage, Inc.","PA-18"
"15823",2721,"NATRONA HEIGHTS","PA",15065,238220,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",NA,"04/28/2020","NexTier Bank, National Association","PA-17"
"15824",2708,"PITTSBURGH","PA",15239,323111,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"04/29/2020","NexTier Bank, National Association","PA-18"
"15825",2707,"CHESWICK","PA",15024,541430,"Subchapter S Corporation","White","Female Owned","Non-Veteran","",2,"04/30/2020","First National Bank of Pennsylvania","PA-17"
"15826",2702,"WEXFORD","PA",15090,531210,"Sole Proprietorship","Unanswered","Male Owned","Unanswered","",1,"04/29/2020","First National Bank of Pennsylvania","PA-17"
"15827",2700,"PITTSBURGH","PA",15237,722511,"Limited  Liability Company(LLC)","Unanswered","Female Owned","Unanswered","",3,"04/28/2020","First Commonwealth Bank","PA-17"
"15828",2700,"Pittsburgh","PA",15218,722513,"Corporation","Unanswered","Unanswered","Unanswered","",NA,"04/16/2020","Citizens Bank, National Association","PA-18"
"15829",2700,"WEXFORD","PA",15090,485310,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"08/06/2020","The Farmers National Bank of Emlenton","PA-17"
"15830",2700,"GIBSONIA","PA",15044,424330,"Limited  Liability Company(LLC)","Unanswered","Female Owned","Non-Veteran","",2,"05/09/2020","PNC Bank, National Association","PA-17"
"15831",2700,"Sharpsburg","PA",15215,812199,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",1,"04/30/2020","First Commonwealth Bank","PA-17"
"15832",2700,"Pittsburgh","PA",15217,541690,"Independent Contractors","Unanswered","Unanswered","Unanswered","",NA,"04/30/2020","Citizens Bank, National Association","PA-18"
"15833",2700,"PITTSBURGH","PA",15217,561499,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",0,"04/30/2020","First National Bank of Pennsylvania","PA-18"
"15834",2700,"Pittsburgh","PA",15222,531210,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"05/14/2020","Citizens Bank, National Association","PA-18"
"15835",2700,"PITTSBURGH","PA",15206,531210,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"06/02/2020","Dollar Bank, A Federal Savings Bank","PA-18"
"15836",2698,"PITTSBURGH","PA",15234,722511,"Corporation","Unanswered","Unanswered","Unanswered","",7,"05/03/2020","PNC Bank, National Association","PA-17"
"15837",2692,"PITTSBURGH","PA",15217,448130,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"04/15/2020","First National Bank of Pennsylvania","PA-18"
"15838",2691,"Monroeville","PA",15146,484110,"Independent Contractors","Unanswered","Unanswered","Unanswered","",1,"06/03/2020","Cross River Bank","PA-18"
"15839",2683,"Pittsburgh","PA",15206,484121,"Independent Contractors","Unanswered","Unanswered","Unanswered","",1,"06/28/2020","Kabbage, Inc.","PA-18"
"15840",2683,"Mars","PA",16046,624410,"Self-Employed Individuals","Unanswered","Unanswered","Unanswered","",1,"05/01/2020","Customers Bank","PA-16"
"15841",2675.84,"Monroeville","PA",15146,812112,"Self-Employed Individuals","Unanswered","Unanswered","Unanswered","",0,"04/30/2020","Celtic Bank Corporation","PA-18"
"15842",2672,"Coraopolis","PA",15108,541613,"Independent Contractors","Unanswered","Unanswered","Unanswered","",1,"04/30/2020","WebBank","PA-17"
"15843",2667,"BRIDGEVILLE","PA",15017,811111,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"05/01/2020","First National Bank of Pennsylvania","PA-18"
"15844",2651,"HEIDELBERG","PA",15106,423490,"Independent Contractors","Unanswered","Unanswered","Unanswered","",1,"07/27/2020","Kabbage, Inc.","PA-17"
"15845",2644.37,"PITTSBURGH","PA",15202,561920,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"08/08/2020","Cross River Bank","PA-18"
"15846",2606,"PITTSBURGH","PA",15234,541310,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"06/16/2020","KeyBank National Association","PA-17"
"15847",2605,"PITTSBURGH","PA",15205,532111,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",2,"04/28/2020","WesBanco Bank, Inc.","PA-17"
"15848",2603,"Pittsburgh","PA",15241,541860,"Self-Employed Individuals","Unanswered","Unanswered","Unanswered","",1,"06/24/2020","Kabbage, Inc.","PA-18"
"15849",2600,"PITTSBURGH","PA",15206,541430,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",0,"07/14/2020","Citizens Bank, National Association","PA-18"
"15850",2600,"Presto","PA",15228,531312,"Independent Contractors","Unanswered","Unanswered","Unanswered","",NA,"04/29/2020","Citizens Bank, National Association","PA-17"
"15851",2600,"PITTSBURGH","PA",15238,541110,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",2,"05/07/2020","Dollar Bank, A Federal Savings Bank","PA-18"
"15852",2600,"PITTSBURGH","PA",15212,722511,"Corporation","Unanswered","Unanswered","Unanswered","",NA,"05/07/2020","Citizens Bank, National Association","PA-18"
"15853",2600,"Natrona Heights","PA",15065,448310,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"04/29/2020","First Commonwealth Bank","PA-17"
"15854",2600,"PITTSBURGH","PA",15215,524113,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"05/11/2020","First Commonwealth Bank","PA-17"
"15855",2600,"Pittsburgh","PA",15236,238990,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"04/30/2020","Citizens Bank, National Association","PA-18"
"15856",2600,"PITTSBURGH","PA",15227,424990,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",NA,"07/20/2020","Itria Ventures LLC","PA-18"
"15857",2600,"GLENSHAW","PA",15116,424820,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",2,"04/06/2020","Enterprise Bank","PA-17"
"15858",2600,"PITTSBURGH","PA",15238,722513,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"05/03/2020","PNC Bank, National Association","PA-18"
"15859",2600,"Pittsburgh","PA",15213,541613,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",NA,"07/22/2020","Citizens Bank, National Association","PA-18"
"15860",2600,"CHESWICK","PA",15024,561499,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",2,"05/03/2020","PNC Bank, National Association","PA-17"
"15861",2600,"PITTSBURGH","PA",15217,531312,"Corporation","Unanswered","Unanswered","Unanswered","",1,"04/09/2020","Dollar Bank, A Federal Savings Bank","PA-18"
"15862",2589,"PITTSBURGH","PA",15202,561499,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",0,"04/29/2020","First National Bank of Pennsylvania","PA-18"
"15863",2583,"TARENTUM","PA",15084,561599,"Independent Contractors","Unanswered","Unanswered","Unanswered","",NA,"04/30/2020","NexTier Bank, National Association","PA-17"
"15864",2582.5,"South Park Township","PA",15129,541519,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",NA,"07/16/2020","Fundbox, Inc.","PA-18"
"15865",2573.75,"MONROEVILLE","PA",15146,561790,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"04/29/2020","West-Aircomm FCU","PA-18"
"15866",2565,"BETHEL PARK","PA",15102,524210,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",0,"08/05/2020","WesBanco Bank, Inc.","PA-18"
"15867",2562,"CARNEGIE","PA",15106,813410,"Corporation","Unanswered","Unanswered","Unanswered","",2,"08/04/2020","WesBanco Bank, Inc.","PA-17"
"15868",2555.79,"Pittsburgh","PA",15212,711510,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",0,"05/03/2020","Celtic Bank Corporation","PA-18"
"15869",2551.49,"West Mifflin","PA",15122,NA,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",NA,"05/03/2020","Celtic Bank Corporation","PA-18"
"15870",2550,"PITTSBURGH","PA",15237,621310,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",1,"04/11/2020","KeyBank National Association","PA-17"
"15871",2547.95,"Homestead","PA",15120,621399,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",0,"05/12/2020","Celtic Bank Corporation","PA-18"
"15872",2545,"Pittsburgh","PA",15221,485999,"Self-Employed Individuals","Unanswered","Unanswered","Unanswered","",1,"07/28/2020","Kabbage, Inc.","PA-18"
"15873",2541,"Pittsburgh","PA",15202,238350,"Self-Employed Individuals","Unanswered","Unanswered","Unanswered","",1,"05/01/2020","Kabbage, Inc.","PA-18"
"15874",2538.25,"PITTSBURGH","PA",15205,531110,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"04/28/2020","SSB Bank","PA-17"
"15875",2537,"Pittsburgh","PA",15212,333991,"Corporation","White","Male Owned","Non-Veteran","",1,"04/27/2020","The Huntington National Bank","PA-18"
"15876",2535,"PITTSBURGH","PA",15221,236118,"Limited  Liability Company(LLC)","Black or African American","Male Owned","Veteran","",1,"04/28/2020","The Huntington National Bank","PA-18"
"15877",2526,"Pittsburgh","PA",15212,492210,"Independent Contractors","Unanswered","Unanswered","Unanswered","",1,"05/26/2020","Kabbage, Inc.","PA-18"
"15878",2520,"PITTSBURGH","PA",15243,722511,"Corporation","Unanswered","Unanswered","Unanswered","",4,"04/29/2020","WesBanco Bank, Inc.","PA-17"
"15879",2520,"PITTSBURGH","PA",15227,541511,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"05/18/2020","The Huntington National Bank","PA-18"
"15880",2511.01,"Verona","PA",15147,441120,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",0,"05/11/2020","Celtic Bank Corporation","PA-17"
"15881",2505,"PITTSBURGH","PA",15202,541219,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"07/20/2020","U.S. Bank, National Association","PA-18"
"15882",2500,"PITTSBURGH","PA",15221,812111,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"04/15/2020","KeyBank National Association","PA-18"
"15883",2500,"WEXFORD","PA",15090,541213,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",1,"05/04/2020","First National Bank of Pennsylvania","PA-17"
"15884",2500,"SEWICKLEY","PA",15143,621210,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"06/10/2020","First National Bank of Pennsylvania","PA-17"
"15885",2500,"PITTSBURGH","PA",15205,517919,"Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran","",0,"04/28/2020","Standard Bank, PaSB","PA-17"
"15886",2500,"PITTSBURGH","PA",15206,523999,"Subchapter S Corporation","Unanswered","Male Owned","Unanswered","",1,"06/23/2020","Standard Bank, PaSB","PA-18"
"15887",2500,"MARS","PA",16046,713940,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"04/15/2020","PNC Bank, National Association","PA-16"
"15888",2500,"TARENTUM","PA",15084,337211,"Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran","",NA,"04/10/2020","NexTier Bank, National Association","PA-17"
"15889",2500,"Pittsburgh","PA",15209,621340,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",NA,"04/29/2020","Citizens Bank, National Association","PA-17"
"15890",2500,"PITTSBURGH","PA",15219,453991,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",0,"04/16/2020","First National Bank of Pennsylvania","PA-18"
"15891",2500,"Pittsburgh","PA",15238,541519,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",NA,"04/16/2020","Citizens Bank, National Association","PA-18"
"15892",2500,"MCKEESPORT","PA",15132,531110,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"04/29/2020","Somerset Trust Company","PA-18"
"15893",2500,"PITTSBURGH","PA",15238,531210,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"06/24/2020","Dollar Bank, A Federal Savings Bank","PA-18"
"15894",2500,"TARENTUM","PA",15084,621310,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"05/06/2020","PNC Bank, National Association","PA-17"
"15895",2500,"WEXFORD","PA",15090,541110,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",0,"04/11/2020","First National Bank of Pennsylvania","PA-17"
"15896",2500,"MC DONALD","PA",15057,236115,"Sole Proprietorship","Unanswered","Male Owned","Unanswered","",1,"08/05/2020","First National Bank of Pennsylvania","PA-18"
"15897",2500,"South Park","PA",15129,621399,"Independent Contractors","Unanswered","Unanswered","Unanswered","",1,"04/29/2020","First Commonwealth Bank","PA-18"
"15898",2500,"PITTSBURGH","PA",15203,811111,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",2,"06/25/2020","The Farmers National Bank of Emlenton","PA-18"
"15899",2500,"Gibsonia","PA",15044,453998,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",NA,"06/15/2020","Citizens Bank, National Association","PA-17"
